"datestamp","site","interviews","anglers","chinook","coho","pink","chum","lingcod","halibut","sampleday","allsalmon","cuinterviews","cuanglers","cuchinook","cucoho","cupink","cuchum","culingcod","cuhalibut","cusampleday","cuallsalmon"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-07-25,"Boston Harbor",3,5,0,0,0,0,0,0,1,0,3,5,0,0,0,0,0,0,1,0
2017-07-26,"Boston Harbor",3,5,1,0,0,0,0,0,1,1,6,10,1,0,0,0,0,0,2,1
2017-07-27,"Boston Harbor",7,9,0,0,0,0,0,0,1,0,13,19,1,0,0,0,0,0,3,1
2017-07-28,"Boston Harbor",8,14,1,4,0,0,0,0,1,5,21,33,2,4,0,0,0,0,4,6
2017-07-29,"Boston Harbor",8,14,2,0,0,0,0,0,1,2,29,47,4,4,0,0,0,0,5,8
2017-07-30,"Boston Harbor",9,20,0,0,0,0,0,0,1,0,38,67,4,4,0,0,0,0,6,8
2017-07-31,"Boston Harbor",0,0,0,0,0,0,0,0,0,0,38,67,4,4,0,0,0,0,6,8
2017-08-01,"Boston Harbor",0,0,0,0,0,0,0,0,0,0,38,67,4,4,0,0,0,0,6,8
2017-08-02,"Boston Harbor",3,4,1,0,0,0,0,0,1,1,41,71,5,4,0,0,0,0,7,9
2017-08-03,"Boston Harbor",5,9,0,1,0,0,0,0,1,1,46,80,5,5,0,0,0,0,8,10
2017-08-04,"Boston Harbor",10,16,3,0,0,0,0,0,1,3,56,96,8,5,0,0,0,0,9,13
2017-08-05,"Boston Harbor",11,23,2,0,0,0,0,0,1,2,67,119,10,5,0,0,0,0,10,15
2017-08-06,"Boston Harbor",15,26,3,0,0,0,0,0,1,3,82,145,13,5,0,0,0,0,11,18
2017-08-07,"Boston Harbor",3,3,1,0,0,0,0,0,1,1,85,148,14,5,0,0,0,0,12,19
2017-08-08,"Boston Harbor",0,0,0,0,0,0,0,0,0,0,85,148,14,5,0,0,0,0,12,19
2017-08-09,"Boston Harbor",4,5,0,0,0,0,0,0,1,0,89,153,14,5,0,0,0,0,13,19
2017-08-10,"Boston Harbor",7,14,1,0,0,0,0,0,1,1,96,167,15,5,0,0,0,0,14,20
2017-08-11,"Boston Harbor",0,0,0,0,0,0,0,0,0,0,96,167,15,5,0,0,0,0,14,20
2017-08-12,"Boston Harbor",12,21,4,0,0,0,0,0,1,4,108,188,19,5,0,0,0,0,15,24
2017-08-13,"Boston Harbor",2,4,0,0,0,0,0,0,1,0,110,192,19,5,0,0,0,0,16,24
2017-08-14,"Boston Harbor",5,7,2,0,0,0,0,0,1,2,115,199,21,5,0,0,0,0,17,26
2017-08-15,"Boston Harbor",8,12,5,0,0,0,0,0,1,5,123,211,26,5,0,0,0,0,18,31
2017-08-16,"Boston Harbor",10,16,8,0,0,0,0,0,1,8,133,227,34,5,0,0,0,0,19,39
2017-08-17,"Boston Harbor",2,5,1,0,0,0,0,0,1,1,135,232,35,5,0,0,0,0,20,40
2017-08-18,"Boston Harbor",14,25,12,0,0,0,0,0,1,12,149,257,47,5,0,0,0,0,21,52
2017-08-19,"Boston Harbor",13,21,6,0,0,0,0,0,1,6,162,278,53,5,0,0,0,0,22,58
2017-08-20,"Boston Harbor",6,13,7,0,0,0,0,0,1,7,168,291,60,5,0,0,0,0,23,65
2017-08-21,"Boston Harbor",3,7,3,1,0,0,0,0,1,4,171,298,63,6,0,0,0,0,24,69
2017-08-22,"Boston Harbor",12,19,14,0,0,0,0,0,1,14,183,317,77,6,0,0,0,0,25,83
2017-08-23,"Boston Harbor",3,3,1,0,0,0,0,0,1,1,186,320,78,6,0,0,0,0,26,84
2017-08-24,"Boston Harbor",24,43,16,0,0,0,0,0,1,16,210,363,94,6,0,0,0,0,27,100
2017-08-25,"Boston Harbor",18,33,11,1,0,0,0,0,1,12,228,396,105,7,0,0,0,0,28,112
2017-08-26,"Boston Harbor",18,36,9,0,0,0,0,0,1,9,246,432,114,7,0,0,0,0,29,121
2017-08-27,"Boston Harbor",19,42,15,0,0,0,0,0,1,15,265,474,129,7,0,0,0,0,30,136
2017-08-28,"Boston Harbor",5,7,4,0,0,0,0,0,1,4,270,481,133,7,0,0,0,0,31,140
2017-08-29,"Boston Harbor",14,26,11,0,0,0,0,0,1,11,284,507,144,7,0,0,0,0,32,151
2017-08-30,"Boston Harbor",4,8,0,0,0,0,0,0,1,0,288,515,144,7,0,0,0,0,33,151
2017-08-31,"Boston Harbor",14,25,2,0,0,0,0,0,1,2,302,540,146,7,0,0,0,0,34,153
2017-09-01,"Boston Harbor",8,17,6,0,1,0,0,0,1,7,310,557,152,7,1,0,0,0,35,160
2017-09-02,"Boston Harbor",4,8,3,0,0,0,0,0,1,3,314,565,155,7,1,0,0,0,36,163
2017-09-03,"Boston Harbor",7,14,1,0,0,0,0,0,1,1,321,579,156,7,1,0,0,0,37,164
2017-09-04,"Boston Harbor",0,0,0,0,0,0,0,0,0,0,321,579,156,7,1,0,0,0,37,164
2017-09-05,"Boston Harbor",4,6,2,0,0,0,0,0,1,2,325,585,158,7,1,0,0,0,38,166
2017-09-06,"Boston Harbor",0,0,0,0,0,0,0,0,0,0,325,585,158,7,1,0,0,0,38,166
2017-09-07,"Boston Harbor",2,3,0,0,0,0,0,0,1,0,327,588,158,7,1,0,0,0,39,166
2017-09-08,"Boston Harbor",7,13,2,0,0,0,0,0,1,2,334,601,160,7,1,0,0,0,40,168
2017-09-09,"Boston Harbor",5,7,0,0,0,0,0,0,1,0,339,608,160,7,1,0,0,0,41,168
2017-09-10,"Boston Harbor",2,3,0,0,0,0,0,0,1,0,341,611,160,7,1,0,0,0,42,168
2017-09-11,"Boston Harbor",4,5,0,0,0,0,0,0,1,0,345,616,160,7,1,0,0,0,43,168
2017-09-12,"Boston Harbor",0,0,0,0,0,0,0,0,0,0,345,616,160,7,1,0,0,0,43,168
2017-09-13,"Boston Harbor",1,1,0,0,0,0,0,0,1,0,346,617,160,7,1,0,0,0,44,168
2017-09-14,"Boston Harbor",0,0,0,0,0,0,0,0,0,0,346,617,160,7,1,0,0,0,44,168
2017-09-15,"Boston Harbor",0,0,0,0,0,0,0,0,0,0,346,617,160,7,1,0,0,0,44,168
2017-09-16,"Boston Harbor",4,6,2,1,0,0,0,0,1,3,350,623,162,8,1,0,0,0,45,171
2017-09-17,"Boston Harbor",6,13,0,5,0,0,0,0,1,5,356,636,162,13,1,0,0,0,46,176
2017-09-18,"Boston Harbor",0,0,0,0,0,0,0,0,0,0,356,636,162,13,1,0,0,0,46,176
2017-09-19,"Boston Harbor",0,0,0,0,0,0,0,0,0,0,356,636,162,13,1,0,0,0,46,176
2017-09-20,"Boston Harbor",0,0,0,0,0,0,0,0,0,0,356,636,162,13,1,0,0,0,46,176
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-07-25,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-26,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-27,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-28,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-29,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-30,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-31,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-01,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-02,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-03,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-04,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-05,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-06,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-07,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-08,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-09,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-10,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-11,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-12,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-13,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-14,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-15,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-16,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-17,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-18,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-19,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-20,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-21,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-22,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-23,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-24,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-25,"Breakwater Marina",1,2,4,0,0,0,0,0,1,4,1,2,4,0,0,0,0,0,1,4
2017-08-26,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,1,4
2017-08-27,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,1,4
2017-08-28,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,1,4
2017-08-29,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,1,4
2017-08-30,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,1,4
2017-08-31,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,1,4
2017-09-01,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,1,4
2017-09-02,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,1,4
2017-09-03,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,1,4
2017-09-04,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,1,4
2017-09-05,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,1,4
2017-09-06,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,1,4
2017-09-07,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,1,4
2017-09-08,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,1,4
2017-09-09,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,1,4
2017-09-10,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,1,4
2017-09-11,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,1,4
2017-09-12,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,1,4
2017-09-13,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,1,4
2017-09-14,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,1,4
2017-09-15,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,1,4
2017-09-16,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,1,4
2017-09-17,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,1,4
2017-09-18,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,1,4
2017-09-19,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,1,4
2017-09-20,"Breakwater Marina",0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,1,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
